"","34","35","40","42","44","45","46","47","48","50","51","52","53","54","55","56","58","59","60","61","62","63","64","65","66","67","68","70","71","72","73","74","76","77","79","80","81","82","83","104","105","106","107","110","112","114","115","119","124","125","126","128","129"
"34",0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1
"35",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
"40",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"44",0,1,1,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"45",1,1,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"46",1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
"47",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,15,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,3,0,3,0,1,1,0,1,0,0,0,0,0,0,0,2
